soilMoisture,collectDate,plotID,sampleID,soilInWaterpH,soilInCaClpH
0.045,2016-10-20,SRER_001,SRER_001-M-39.5-10.5-20161020,6.84,6.41
0.025,2016-10-20,SRER_001,SRER_001-M-37-21-20161020,6.31,5.54
0.028,2016-10-20,SRER_004,SRER_004-M-31.5-6-20161020,8.05,7.9
0.032,2016-10-20,SRER_004,SRER_004-M-39-39-20161020,7.88,7.79
0.022,2016-10-20,SRER_005,SRER_005-M-32-10.5-20161020,7.05,7.3
0.057,2016-10-20,SRER_004,SRER_004-M-7.5-26.5-20161020,8.29,8.2
0.021,2016-10-20,SRER_005,SRER_005-M-9.5-29.5-20161020,6.05,5.23
0.02,2016-10-20,SRER_005,SRER_005-M-22-34-20161020,7.15,6.88
0.013,2016-10-20,SRER_047,SRER_047-M-30.5-31.5-20161020,8.22,7.36
0.018,2016-10-20,SRER_047,SRER_047-M-12-31-20161020,8.28,7.52
0.018,2016-10-20,SRER_047,SRER_047-M-27-7-20161020,8.36,7.4
0.009,2016-10-20,SRER_006,SRER_006-M-35-13.5-20161020,6.53,5.04
0.008,2016-10-20,SRER_006,SRER_006-M-30-26-20161020,6.92,6.16
